decision,access_string
0,61505 39481 33283 33284 33285 33286 6 41027 33288 33431 33290 33291 6720
0,74188 35959 2 33265 4 33307 6 33280 8 33268 33313 33270 15986
1,51963 35423 2 3 4 33438 6 34246 8 33289 33313 33403 20081
0,51968 51969 33416 33689 33418 33828 6 51970 33421 33431 33422 33430 15630
0,63090 38747 2 33265 4 5 6 33559 8 33268 10 33270 14639
1,69801 35593 2 3 4 33438 6 35594 8 33275 33276 11 20220
0,36935 34460 2 33265 4 33307 6 33280 8 33268 33269 33270 32115
0,75349 47925 2 33265 4 34517 6 47926 8 33268 33313 33270 15071
0,49157 33463 2 3 4 33438 6 33464 8 33309 33313 33403 7160
1,33534 33535 33283 33284 33285 33536 6 33537 33538 9 33290 33291 29986
1,41522 41523 33283 33447 33285 39452 6 33518 8 33431 33290 33430 26869
1,75100 74444 33283 33284 33285 33536 6 75101 33538 33431 33290 34780 3200
0,74443 74444 33283 33284 33285 34910 6 74445 8 33431 33290 33461 31479
0,78006 47741 33316 34024 33317 34480 6 44503 8 33326 33290 33430 16871
1,43238 43239 33283 33284 33285 36661 6 43240 36662 9 33290 33291 3033
0,69966 36252 33283 33284 33285 35822 6 33518 8 9 33422 33430 15868
1,57318 38155 2 33730 4 34200 6 40783 8 33289 10 33657 19833
0,46019 34692 2 33265 4 33266 6 40198 8 33268 33269 33270 19833
0,72723 46390 33416 33689 33418 33828 6 72724 8 33326 33422 33430 28741
1,55927 36040 33426 33621 33428 33621 6 36199 8 33289 33290 33430 8814
1,62586 38342 2 33768 4 33769 6 62587 8 33326 33290 33347 23424
0,71642 71643 33283 33284 33285 33286 6 71644 33288 9 33290 33291 2268
0,75727 36580 2 33730 4 33902 6 75728 8 33431 33904 33430 13497
0,44879 35821 33283 33284 33285 35822 6 44880 8 33431 33422 34569 23956
0,75667 42584 33283 34193 33285 33775 6 38137 8 9 33504 33430 27405
1,65449 54188 2 3 4 33553 6 7 8 33289 33296 11 2327
1,41522 41523 33283 33447 33285 39452 6 33518 8 33431 33290 33430 9534
0,51032 36105 33316 34256 33317 35491 6 42891 8 9 33388 33968 5744
0,77414 35703 2 33265 4 33279 6 33280 8 33268 33296 33270 9496
1,61965 36489 33283 33284 33285 36490 6 33518 8 33289 33290 33430 9343
1,63638 44584 33299 33395 33301 37490 6 63639 8 33326 33290 33430 23055
1,60144 44588 33521 35659 33523 35159 6 60145 8 33326 33290 33526 3213
1,46014 37666 33299 33395 33301 37667 6 46015 8 33289 33290 33657 29133
0,65079 48974 33283 33284 33285 39060 6 65080 8 33431 33290 600 812
1,46014 37666 33299 33395 33301 37667 6 46015 8 33289 33290 33657 29126
0,51714 36222 33283 33284 33285 34910 6 36223 34912 9 34913 34780 26376
0,67001 36252 33283 33284 33285 35822 6 33518 8 33289 33422 33430 18142
0,34599 34600 2 3 4 33273 6 33336 8 33275 33313 11 26088
0,57526 36326 2 33265 4 33438 6 33333 8 33268 33313 33270 29556
1,47189 38417 33283 33284 33285 33286 6 47190 33288 9 33290 34780 2664
1,48690 44392 33283 33284 33285 33536 6 48691 33538 33431 33290 35276 32937
0,60394 34482 33283 34411 33285 34483 6 33622 8 9 33290 33604 17249
1,44735 41252 33283 33284 33285 34910 6 44736 8 33431 34913 35276 8308
0,72885 48974 33283 33284 33285 36490 6 72886 8 9 33290 600 32468
0,57155 33463 2 3 4 33438 6 57156 8 33275 33313 11 11964
1,58550 33463 2 3 4 35285 6 33672 8 9 33313 33403 22069
0,77414 35703 2 33265 4 33279 6 33280 8 33268 33296 33270 23992
1,36474 36475 33283 33284 33285 35822 6 33518 8 9 33422 33430 19125
0,52547 44392 33283 33284 33285 48317 6 52548 34912 33431 34913 11 30181
1,69801 35593 2 3 4 33438 6 35594 8 33275 33276 11 19833
1,68656 38318 33316 34024 33317 34025 6 33518 8 9 33290 33430 9517
1,67185 39320 33283 33284 33285 35822 6 33518 8 9 33422 33430 19146
0,57837 39571 33283 33284 33285 36661 6 36850 36662 33431 33290 33461 4670
1,69577 35401 33416 33689 33418 33828 6 69578 8 33431 33422 33430 10519
1,71622 37352 2 3 4 33438 6 34390 8 33309 33313 11 19718
0,59171 59172 2 3 4 33294 6 33944 8 9 33296 11 17040
0,59605 36168 33416 33265 33418 33828 6 33270 8 33268 33422 33270 27086
1,62385 42429 33283 33284 33285 36490 6 33518 8 33289 33290 33430 19523
1,48690 44392 33283 33284 33285 33536 6 48691 33538 33431 33290 35276 25135
1,71147 55860 33416 34207 33418 35516 6 71148 8 33345 34210 34242 23021
1,41579 33463 2 3 4 33438 6 33489 8 33275 33313 11 9813
0,64661 37467 2 3 4 33294 6 45383 8 33326 33296 11 24573
1,37665 37666 33299 33395 33301 37667 6 37668 8 33289 33290 33657 29174
0,34188 34189 2 3 4 33541 6 33336 8 33275 33276 11 23224
1,73983 41920 33299 33601 33301 33812 6 33691 8 33289 33290 33430 9560
0,75767 33543 33521 33544 33523 33545 6 36932 8 33268 33290 33270 6297
0,58697 33693 2 3 4 33438 6 33694 8 33309 33313 11 10636
1,52223 47741 33316 34024 33317 34480 6 52224 8 33326 33290 33430 12217
1,48690 44392 33283 33284 33285 33536 6 48691 33538 33431 33290 35276 9001
0,59182 49633 33283 33284 33285 33286 6 36495 33288 33289 33290 33291 6294
0,74443 74444 33283 33284 33285 34910 6 74445 8 33431 33290 33461 17098
1,73998 38155 2 3 4 33438 6 34390 8 33309 10 11 19993
0,48950 39481 33283 33284 33285 33286 6 48951 8 33431 33290 33291 23932
0,62667 33463 2 3 4 33438 6 35236 8 33289 33313 33403 4414
1,59000 49633 33283 33284 33285 33286 6 59001 33288 9 33290 33291 7792
1,39319 39320 33283 33284 33285 35822 6 33518 8 33289 33422 33430 19157
0,54115 40766 33283 33284 33285 36490 6 36850 8 33431 33290 33461 2449
0,60141 34958 2 33265 4 33279 6 33280 8 33268 33269 33270 23845
0,52965 39320 33283 33284 33285 35822 6 33518 8 33289 33422 33430 4927
0,41735 41736 33416 33689 33418 33828 6 33518 8 9 33422 33430 17102
1,42428 42429 33283 33284 33285 36490 6 33691 8 33289 33290 33430 19549
0,65129 37467 2 3 4 33294 6 33672 8 9 33296 33403 14607
0,46363 33391 2 33265 4 33307 6 33280 8 33268 33269 33270 17827
1,51502 40362 33416 33689 33418 33828 6 42396 33421 9 33422 33430 10519
1,46014 37666 33299 33395 33301 37667 6 46015 8 33289 33290 33657 28909
1,69078 46365 33299 33395 33301 37667 6 69079 8 33431 33369 33657 17741
0,43192 43193 33357 33458 33359 33517 6 36199 8 33289 33290 33430 17575
1,68839 47741 33316 34024 33317 34480 6 39850 8 33326 33290 33430 9320
1,59924 42800 33416 33689 33418 33828 6 40667 8 33289 33422 34569 7361
1,66589 37467 2 3 4 33294 6 40144 8 33326 33296 11 21075
1,52975 47741 33316 34024 33317 34480 6 44503 8 33326 33290 33430 12233
0,59690 33561 2 33265 4 33307 6 33280 8 33268 33313 33270 19689
1,66500 35821 33283 33284 33285 35822 6 34557 8 33431 33422 33430 19121
0,33692 33693 2 3 4 33438 6 33694 8 33309 33313 11 3552
1,51784 36475 33283 33284 33285 35822 6 33518 8 33289 33422 33430 19123
0,71572 43520 33283 33284 33285 33536 6 43521 33538 9 33290 35276 20199
1,65958 45602 33283 33284 33285 36490 6 33691 8 33289 33290 33430 19519
0,55927 36040 33426 33621 33428 33621 6 36199 8 33289 33290 33430 30695
0,67315 36326 2 33265 4 33438 6 33270 8 33268 33313 33270 8755
1,56650 48296 33283 33284 33285 36490 6 33518 8 33289 33290 33430 7190
1,37682 37683 33283 33284 33285 33286 6 37684 8 33289 33290 33739 24781
1,51589 40780 2 3 4 33453 6 7 8 9 33455 11 4182
1,56930 44451 33416 33689 33418 33828 6 38793 33421 33289 33422 33430 7348
1,59731 34366 33316 33265 33317 33318 6 33708 8 33268 33320 33270 15059
0,61505 39481 33283 33284 33285 33286 6 41027 33288 33431 33290 33291 10861
1,39164 33827 33416 33689 33418 33828 6 39165 33421 33326 33422 33430 21141
1,65614 57485 33283 33284 33285 35822 6 35988 8 33289 33422 33430 19130
0,54187 54188 2 3 4 33553 6 7 8 9 33296 11 31273
1,76103 44551 33283 33284 33285 40767 6 76104 8 33326 33290 33430 18533
1,34744 33463 2 3 4 33438 6 34745 8 33289 33313 33403 22047
0,48394 36168 33416 33265 33418 33828 6 40395 8 33268 33422 33270 12793
0,55258 55259 2 33730 4 42245 6 36199 8 33289 33904 33430 9377
0,44740 36562 2 3 4 33307 6 44741 8 33275 33313 11 32043
0,46535 46536 33283 33284 33285 33286 6 33518 8 33289 33290 33430 5124
1,44735 41252 33283 33284 33285 34910 6 44736 8 33431 34913 35276 7792
1,48935 40385 33283 33284 33285 36490 6 34557 8 9 33290 33430 7547
1,55740 44235 33283 33284 33285 33286 6 55741 33288 33431 33290 33291 33216
1,58550 33463 2 3 4 35285 6 33672 8 9 33313 33403 20070
1,34608 34609 2 34610 4 34611 6 34612 8 34576 33904 34613 19740
1,55927 36040 33426 33621 33428 33621 6 36199 8 33289 33290 33430 10612
1,65958 45602 33283 33284 33285 36490 6 33691 8 33289 33290 33430 19537
0,48985 48986 33283 33284 33285 33536 6 48987 33538 33431 33290 33291 6640
1,75228 38001 33299 33601 33301 33812 6 33518 8 33289 33290 33430 17683
1,49558 37872 33316 33385 33317 33386 6 38320 8 33289 34999 33657 16178
1,62051 38342 33347 35017 33502 35018 6 62052 8 33289 33290 33347 19574
1,76722 42800 33416 33689 33418 33828 6 40667 8 33289 33422 34569 7361
1,53283 36996 33426 33927 33428 36805 6 53284 8 33345 33290 33930 10925
0,39636 37248 33416 34207 33418 33366 6 39637 8 33289 34210 33370 6342
1,52816 33463 2 3 4 33438 6 33464 8 33309 33313 33403 11275
1,40899 40900 33283 33447 33285 40901 6 40902 8 33431 33290 33423 4955
0,50854 35821 33283 33284 33285 35822 6 50855 8 33431 33422 600 14336
1,41885 34839 2 3 4 33307 6 33336 8 33275 33313 11 9773
1,52975 47741 33316 34024 33317 34480 6 44503 8 33326 33290 33430 9454
0,67170 33693 2 3 4 33273 6 33694 8 33309 33313 11 6561
0,61706 44009 33283 33284 33285 35822 6 33518 8 9 33422 33430 32202
1,45601 45602 33283 33284 33285 36490 6 33518 8 33289 33290 33430 19553
0,41579 33463 2 3 4 33438 6 33489 8 33275 33313 11 18811
0,43395 34909 33283 33284 33285 34910 6 37080 8 33431 33290 33461 23622
1,57553 37349 2 33365 4 33366 6 37350 8 33309 33408 33370 28964
0,67347 38342 33347 35017 33502 35018 6 62052 8 33289 33290 33347 32510
0,59373 39320 33283 33284 33285 35822 6 33518 8 33289 33422 33430 27610
1,33534 33535 33283 33284 33285 33536 6 33537 33538 9 33290 33291 32945
1,69966 36252 33283 33284 33285 35822 6 33518 8 9 33422 33430 19151
0,77901 33827 33416 33689 33418 33828 6 46502 8 33326 33422 33430 24648
1,70965 40095 33283 33284 33285 48317 6 44279 34912 33289 33290 33930 8213
1,53356 52295 33416 33689 33418 33828 6 34568 33421 9 33422 34569 10521
1,34744 33463 2 3 4 33438 6 34745 8 33289 33313 33403 20107
0,71218 39095 33283 33666 33285 33667 6 55863 33751 33431 33290 33291 23420
1,75228 38001 33299 33601 33301 33812 6 33518 8 33289 33290 33430 1448
0,34744 33463 2 3 4 33438 6 34745 8 33289 33313 33403 19609
1,47003 40385 33283 33284 33285 36490 6 33478 8 9 33290 33430 19553
0,76197 33543 33521 33544 33523 33545 6 39382 8 33268 33290 33270 7646
1,43587 38192 2 33365 4 36903 6 43588 8 33309 33408 33370 7190
1,75228 38001 33299 33601 33301 33812 6 33518 8 33289 33290 33430 13359
1,40083 33510 2 33265 4 33307 6 36938 8 33268 33269 33270 11292
1,46014 37666 33299 33395 33301 37667 6 46015 8 33289 33290 33657 29034
0,71572 43520 33283 33284 33285 33536 6 43521 33538 9 33290 35276 30739
0,64735 33493 2 33265 4 33266 6 33494 8 33268 33269 33270 21169
0,41879 41880 2 3 4 33438 6 41881 8 33368 33296 33712 26522
1,61752 34893 2 3 4 33279 6 34727 8 33309 33313 11 10083
0,51143 38549 33316 33265 33317 33318 6 46218 8 33268 34999 33270 29174
1,36179 36180 33283 33284 33285 33286 6 36181 8 33289 33290 33291 7423
0,60333 60334 33283 33284 33285 33286 6 60335 33288 33289 33290 33291 11746
0,70514 41181 33299 33300 33301 33302 6 70515 8 33431 33290 34851 23008
0,60143 33543 33521 33544 33523 33545 6 44805 8 33268 33290 33270 14286
0,53693 37215 33347 43529 33502 43529 6 38532 8 33431 33290 33347 8507
1,48950 39481 33283 33284 33285 33286 6 48951 8 33431 33290 33291 6862
1,58786 38342 33347 35017 33502 35018 6 58787 8 33431 33290 33604 23328
0,76363 46160 2 3 4 33568 6 33569 8 33275 33570 11 30590
1,40384 40385 33283 33284 33285 39060 6 34557 8 33431 33290 33430 19526
1,75727 36580 2 33730 4 33902 6 75728 8 33431 33904 33430 28234
0,46980 34079 33521 33544 33523 33545 6 46981 8 33268 33290 33270 14610
1,66782 36672 33316 33385 33317 33386 6 38320 8 33289 33290 33657 13587
0,55329 49633 33283 33284 33285 33286 6 33287 8 33289 33290 33291 32841
0,40421 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 20220
0,40361 40362 33416 33689 33418 33828 6 40363 8 9 33422 33430 15445
0,67106 33335 2 3 4 33307 6 33336 8 33275 33313 11 23693
1,41471 38417 33283 33284 33285 33286 6 41472 33288 33431 33290 33291 7424
1,77416 33391 2 3 4 33307 6 33336 8 33275 33269 11 11302
0,46490 33335 2 3 4 33307 6 33336 8 33275 33313 11 11727
0,54442 45249 33416 33689 33418 33828 6 54443 8 33431 33422 33430 32828
0,34231 33727 2 3 4 33279 6 33336 8 33275 33269 11 23693
0,50947 34091 2 33265 4 33266 6 36938 8 33268 33269 33270 7044
0,47082 43239 33283 33284 33285 36661 6 47083 8 33326 33290 33362 2541
0,51296 36105 33316 34256 33317 35491 6 51297 8 9 33388 33968 14650
1,66393 50456 33316 33385 33317 33318 6 66394 8 33431 33320 33657 9205
0,71759 34030 2 3 4 33279 6 44741 8 33275 33313 11 14099
1,63638 44584 33299 33395 33301 37490 6 63639 8 33326 33290 33430 3139
1,46014 37666 33299 33395 33301 37667 6 46015 8 33289 33290 33657 28975
0,67067 36882 2 3 4 33438 6 36883 8 33309 10 33403 26109
1,60781 36252 33283 33284 33285 35822 6 33518 8 9 33422 33430 19229
0,60252 56259 33283 33975 33285 35228 6 60253 8 33431 38290 33291 10922
0,53528 42060 33283 33284 33285 36490 6 33691 8 33289 33290 33430 22043
0,68441 37467 2 3 4 33467 6 37468 8 33431 33313 11 21009
0,51498 35169 2 33265 4 33453 6 36932 8 33268 33455 33270 8418
0,55328 42553 33416 33689 33418 33828 6 34568 8 33431 33422 34569 18068
0,52277 35679 33283 33284 33285 39060 6 33518 36662 9 33290 33430 2511
1,60107 38192 2 33365 4 36903 6 43588 8 33309 33408 33370 9285
1,51091 38342 33347 35017 33502 35018 6 51092 8 33431 33290 33347 19603
0,62466 44034 33283 33284 33285 36490 6 33691 8 33289 33290 33430 24118
0,75940 35022 2 3 4 33541 6 33489 8 33275 33313 11 16178
0,75223 34893 2 33265 4 33307 6 33280 8 33268 33313 33270 25898
1,42968 42954 33339 33895 33341 35027 6 33862 33344 9 33346 33863 29126
0,69289 36456 2 3 4 33279 6 33336 8 33275 33276 11 9801
1,50240 41864 33316 33385 33317 35835 6 48434 8 33289 33320 33604 14876
1,54901 41532 33283 34432 33285 34433 6 54902 8 9 33290 33604 29560
0,57484 57485 33283 33284 33285 35822 6 33518 8 33289 33422 33430 12689
0,36013 36014 33283 35543 33285 36015 6 36016 8 9 33290 34539 7365
0,68188 34882 2 33365 4 33366 6 35042 8 33368 33408 33370 14616
0,63693 34737 2 3 4 33307 6 33336 8 33275 33313 11 29618
0,51784 36475 33283 33284 33285 35822 6 33518 8 33289 33422 33430 24605
1,71826 40766 33283 33284 33285 40767 6 33518 8 9 33290 33430 7348
1,73029 38342 33347 35017 33502 35018 6 73030 8 33326 33290 33347 22367
1,51091 38342 33347 35017 33502 35018 6 51092 8 33431 33290 33347 23331
1,40094 40095 33283 33284 33285 34910 6 33616 34912 9 33290 33461 8295
0,49223 37745 33416 33689 33418 33828 6 33518 33421 9 33422 33430 14334
1,58550 33463 2 3 4 35285 6 33672 8 9 33313 33403 22081
0,67923 38192 2 33365 4 36903 6 43588 8 33309 33408 33370 10809
0,71183 34079 33521 33544 33523 33545 6 39597 8 33268 33290 33270 32841
1,77860 48986 33283 33284 33285 33536 6 77861 8 9 33290 33291 7423
1,51091 38342 33347 35017 33502 35018 6 51092 8 33431 33290 33347 23297
1,70463 55416 33283 40171 33285 34131 6 36495 8 33289 33290 33291 25308
1,55824 37467 2 3 4 33568 6 54549 8 33326 33296 11 9801
0,59000 49633 33283 33284 33285 33286 6 59001 33288 9 33290 33291 22018
1,44391 44392 33283 33284 33285 33536 6 44393 33538 33431 33904 33291 2664
0,33281 33282 33283 33284 33285 33286 6 33287 33288 33289 33290 33291 12771
0,77415 33814 2 3 4 33307 6 33336 8 33275 33296 11 31148
1,46014 37666 33299 33395 33301 37667 6 46015 8 33289 33290 33657 28930
1,64274 48312 33416 33689 33418 33828 6 49389 8 9 33422 33430 10499
0,37074 37075 33416 33689 33418 33828 6 33430 33421 9 33422 33430 30302
0,70514 41181 33299 33300 33301 33302 6 70515 8 33431 33290 34851 19440
1,68839 47741 33316 34024 33317 34480 6 39850 8 33326 33290 33430 12219
1,76363 46160 2 3 4 33568 6 33569 8 33275 33570 11 9818
0,41035 35401 33416 33689 33418 33828 6 33518 8 9 33422 33430 12764
1,66197 37683 33283 33284 33285 33286 6 66198 8 9 33290 33604 9656
0,61965 36489 33283 33284 33285 36490 6 33518 8 33289 33290 33430 24000
1,54285 47741 33316 34024 33317 34480 6 33531 8 33326 33290 33430 11302
0,66031 35692 2 3 4 33438 6 33336 8 33275 33296 11 26014
