decision,access_string
0,46244 46245 33299 33866 33301 33866 6 33947 8 9 33290 33430 10361
1,34270 34271 33283 33885 33285 33350 6 34272 8 9 33290 33461 32879
0,74209 35506 2 3 4 33307 6 33336 8 33275 33313 11 27442
1,41501 37349 2 33365 4 33366 6 37350 8 33309 33408 33370 16917
1,67249 42144 2 33730 4 34200 6 35120 8 33289 33313 33657 19976
0,53669 33899 2 3 4 33438 6 33336 8 33275 33313 11 3082
1,44679 34225 33316 33265 33317 33318 6 34226 8 33268 33320 33270 13830
1,71534 38730 33299 33790 33301 34891 6 33947 8 9 33290 33430 30798
1,73320 46254 33339 33895 33341 33598 6 33478 33344 9 33346 33430 11040
0,69854 35748 33426 35335 33428 35454 6 33947 8 9 33290 33430 4958
1,53650 46254 33339 33895 33341 33598 6 53651 33344 33431 33346 33430 8557
1,70922 33475 33416 35971 33418 40724 6 34568 8 9 33290 34569 18966
0,49345 40679 2 33365 4 35920 6 33947 8 9 33290 33430 11486
0,58268 42753 2 3 4 33438 6 36028 8 33289 33455 36029 4049
1,62426 39582 2 33730 4 34251 6 33947 8 9 33290 33430 25542
0,33945 33946 33426 33621 33428 33621 6 33947 8 9 33290 33430 18370
1,71622 37352 2 3 4 33438 6 34390 8 33309 33313 11 20228
0,53998 40398 2 3 4 33307 6 33336 8 33275 33269 11 18966
0,76807 46254 33339 33895 33341 33598 6 44431 33344 33326 33346 33430 20253
1,37522 37523 33299 33601 33301 34793 6 33947 8 9 33290 33430 17298
1,72153 34464 33283 34432 33285 34465 6 33947 8 9 33290 33430 23628
1,52070 36287 2 3 4 33266 6 48351 8 33431 33269 33678 23007
1,76669 36690 2 34181 4 34182 6 76670 8 33431 33290 33430 9185
0,68836 35506 2 3 4 33307 6 33336 8 33275 33313 11 16521
0,59301 33558 2 33265 4 33266 6 33559 8 33268 33269 33270 32230
1,48688 40217 33316 34024 33317 34025 6 33947 8 9 33290 33430 12047
0,54460 45661 33299 33601 33301 34793 6 33947 8 9 33290 33430 10152
0,35505 35506 2 3 4 33307 6 33336 8 33275 33313 11 21210
0,43312 34869 2 3 4 33279 6 33336 8 33275 33455 11 16758
1,55008 36230 33416 33529 33418 33573 6 33947 8 9 33290 33430 30255
1,52070 36287 2 3 4 33266 6 48351 8 33431 33269 33678 23013
0,66861 36529 2 3 4 33467 6 50264 8 9 33313 33628 4648
0,57843 35506 2 3 4 33307 6 33336 8 33275 33313 11 9008
1,65755 37349 2 33365 4 33366 6 37350 8 33309 33408 33370 29103
1,55836 39698 2 3 4 33438 6 33336 8 33275 33313 11 8453
0,69127 33543 33521 33265 33523 34985 6 36300 8 33268 33290 33270 25858
1,34660 34661 33283 33265 33285 34662 6 33708 8 33268 33290 33270 25058
0,50793 50794 33299 34397 33301 50795 6 33397 8 33268 33290 33270 21718
0,50658 33814 2 3 4 33307 6 33336 8 33275 33296 11 20098
0,74807 33779 33521 33544 33523 33545 6 33270 8 33268 33290 33270 13037
0,55732 33335 2 33265 4 33307 6 33280 8 33268 33313 33270 19929
0,54222 34692 2 33265 4 33266 6 34693 8 33268 33269 33270 2273
1,46244 46245 33299 33866 33301 33866 6 33947 8 9 33290 33430 23875
1,75315 36384 2 33730 4 36385 6 75316 8 33431 33313 33657 20418
0,36689 36690 2 34181 4 34182 6 33518 8 9 33290 33430 2821
1,69845 40307 33283 33323 33285 33775 6 44393 8 33431 33290 33291 3312
1,76468 35395 2 33730 4 33731 6 33947 8 9 33290 33430 20595
0,52015 35506 2 33265 4 33307 6 33280 8 33268 33313 33270 15410
1,57162 36646 33416 33529 33418 33573 6 33947 8 9 33290 33430 8308
0,57554 39338 2 3 4 33279 6 33336 8 33275 33296 11 27281
0,59537 49080 33316 34024 33317 34480 6 33947 8 9 33290 33430 30079
1,54355 39488 33299 33601 33301 33602 6 33947 8 9 33290 33430 30998
1,53958 46254 33339 33895 33341 33598 6 53959 33344 33326 33346 33430 9343
1,74350 40217 33316 34024 33317 34025 6 33947 8 9 33290 33430 12035
1,52565 48206 33521 35659 33523 35159 6 52566 8 33326 33290 33526 3155
1,36873 36670 33426 33675 33428 35398 6 33947 8 9 33290 33430 1485
1,71554 37888 33299 34471 33301 34752 6 33947 8 9 33290 33430 24023
1,49101 49102 33299 33601 33301 34793 6 49103 8 9 33290 33423 16865
0,43241 34225 33316 33265 33317 33318 6 35940 8 33268 33320 33270 24043
1,76435 35196 2 33265 4 33266 6 33494 8 33268 33269 33270 9805
1,51963 35423 2 3 4 33438 6 34246 8 33289 33313 33403 20064
1,60995 38155 2 3 4 33438 6 34390 8 33309 10 11 19976
1,55658 39064 33316 34024 33317 39065 6 33947 8 9 33290 33430 9453
0,49151 43298 2 3 4 33438 6 34872 8 33309 33296 33403 15196
1,58730 42494 33283 34432 33285 34433 6 33947 8 9 33290 33430 9320
0,60827 35158 33521 35659 33523 35159 6 60828 8 33431 33290 33526 8646
0,68836 35506 2 3 4 33307 6 33336 8 33275 33313 11 32941
1,58874 58875 33283 34411 33285 34412 6 58876 8 33431 33290 33291 25202
1,58745 38848 33316 34024 33317 37199 6 33947 8 9 33290 33430 11760
0,72813 34871 2 3 4 33438 6 33464 8 33368 33313 33403 10387
0,52610 33950 2 33265 4 33312 6 39153 8 33268 33313 33270 18985
0,48472 34225 33316 33265 33317 33318 6 34226 8 33268 33320 33270 20657
1,33898 33899 2 3 4 33438 6 33336 8 33275 33313 11 11271
1,49155 36287 2 3 4 33453 6 48351 8 33431 33455 33678 4188
0,70189 45661 33299 33601 33301 34793 6 33947 8 9 33290 33430 31241
0,63146 34276 2 3 4 33307 6 33336 8 33275 33296 11 10442
0,68096 57818 33416 33529 33418 33573 6 33518 8 9 33422 33430 33128
1,74350 40217 33316 34024 33317 34025 6 33947 8 9 33290 33430 12018
1,36590 33767 33347 33265 33502 35018 6 33708 8 33268 33290 33270 23312
0,58498 34076 2 33365 4 33366 6 34077 8 33368 33369 33370 19293
0,43726 38848 33316 34024 33317 37199 6 33947 8 9 33290 33430 27085
0,62265 44977 33283 33265 33285 35188 6 33397 34005 33268 33290 33270 33125
1,34270 34271 33283 33885 33285 33350 6 34272 8 9 33290 33461 25102
0,75932 35242 33521 33265 33523 34862 6 33708 8 33268 33290 33270 29356
1,51963 35423 2 3 4 33438 6 34246 8 33289 33313 33403 20097
1,52239 33655 33316 33385 33317 33386 6 39896 8 33289 33320 33657 14996
1,74206 48206 33521 33265 33523 35159 6 65000 8 33268 33290 33270 6559
0,67976 35052 33316 33265 33317 33318 6 33333 8 33268 33320 33270 29334
0,65703 33543 33521 33544 33523 33545 6 65704 8 33268 33290 33270 29698
0,58600 34697 33416 33265 33418 34208 6 58601 8 33268 34210 33270 26903
0,56746 34001 2 33365 4 33406 6 33413 8 33309 33408 33370 4807
1,77700 34300 2 3 4 33438 6 38728 8 33309 33313 33403 20098
0,54984 34225 33316 33265 33317 33318 6 38588 8 33268 33320 33270 10150
0,42698 42699 33357 33458 33359 34163 6 42518 8 9 33290 600 9394
1,49614 42144 2 33730 4 34200 6 40783 8 33289 33313 33657 19945
0,61759 35506 2 3 4 33307 6 33336 8 33275 33313 11 21185
1,40216 40217 33316 34024 33317 34025 6 33947 8 9 33290 33430 12082
0,62595 33380 2 3 4 33273 6 33336 8 33275 33313 11 2955
0,46155 33710 2 3 4 33553 6 7 8 9 33296 11 12485
1,64341 34431 33283 34432 33285 49581 6 34936 8 9 33290 33712 4708
1,74473 40151 33316 34347 33317 34347 6 33947 40152 9 33290 33430 12319
1,64807 43315 33283 33323 33285 33775 6 64808 8 33431 33290 33291 32355
0,57934 42172 33521 33544 33523 33545 6 34226 8 33268 33290 33270 11614
1,50019 37343 33299 33395 33301 33840 6 50020 8 9 33290 33430 22728
1,58131 36690 2 34181 4 34182 6 33518 8 33431 33290 33430 31141
1,74104 36876 33339 34566 33341 35926 6 33947 8 9 33290 33430 10486
1,52070 36287 2 3 4 33266 6 48351 8 33431 33269 33678 19941
0,58645 40372 2 33265 4 34611 6 33708 8 33268 33290 33270 28156
1,67777 34751 33299 34471 33301 34752 6 33947 8 9 33290 33430 9016
1,47266 36287 2 3 4 5 6 47267 8 33431 10 33678 21082
0,55657 34726 2 33265 4 33307 6 33280 8 33268 33313 33270 32100
1,71622 37352 2 3 4 33438 6 34390 8 33309 33313 11 21233
0,71001 33543 33521 33544 33523 33545 6 36300 8 33268 33290 33270 23455
1,57860 39769 33283 35227 33285 35228 6 57861 8 9 33290 33291 3312
1,48028 34798 33299 34471 33301 34752 6 33947 8 9 33290 33430 9522
